Year,ACC,Big_Ten,Big_12,Pac_12,SEC,Other,Height_IN,Weight_LBS,Wonderlic,40_Yard,Bench_Press,Vert_Leap_IN,Broad_Jump_IN,Shuttle,3Cone,Started
2004,0,0,0,1,0,1,75.5,233,19,4.8,NA,30.5,109,4.3,7.19,Yes
2004,0,0,0,0,0,0,73,224,NA,4.94,NA,30,119,4.34,7.44,No
2004,0,0,0,0,0,0,77,229,30,5.08,NA,NA,NA,NA,NA,Yes
2004,0,0,0,0,0,0,76.9,241,25,4.75,NA,NA,NA,NA,NA,Yes
2004,1,0,0,0,0,1,73.6,240,17,4.79,NA,30.5,110,4.41,7.66,No
2004,1,0,0,0,0,0,77.6,243,30,5.05,NA,30.5,110,4.62,7.65,Yes
2004,0,1,0,0,0,0,75.1,223,23,4.95,NA,26.5,101,4.36,7.65,No
2004,0,0,0,0,0,1,74.3,231,25,4.96,NA,33.5,115,4.11,6.89,Yes
2003,0,1,0,0,0,1,70.8,201,13,4.67,NA,33.5,112,NA,NA,No
2003,0,0,0,0,0,1,74,211,24,5.16,NA,28.5,103,4.42,7.59,No
2003,0,0,0,1,0,1,75,234,27,4.65,NA,35.5,117,3.99,7.19,Yes
2003,1,0,0,0,1,0,74,218,23,4.78,NA,35.5,114,4.34,7.36,No
2003,0,0,0,0,0,0,73,217,29,5.06,NA,NA,NA,NA,NA,Yes
2003,0,0,1,0,0,1,75.5,213,31,4.76,NA,30,101,4.07,6.91,Yes
2003,0,0,0,0,0,0,77.4,241,25,5.1,NA,NA,NA,NA,NA,Yes
2003,0,0,0,0,0,1,77,232,26,4.65,NA,NA,NA,NA,NA,Yes
2003,1,0,0,0,0,0,75.6,249,31,4.98,NA,30.5,101,4.32,7.4,Yes
2003,0,0,0,0,0,1,74,230,30,5.01,NA,30,105,4.2,7.11,No
2003,0,0,1,0,0,1,76.4,220,22,4.86,NA,31,103,4.18,7.37,Yes
2003,1,0,0,0,0,0,75,218,27,4.82,NA,30,106,NA,NA,Yes
2003,0,0,1,0,0,0,71.4,196,12,4.52,NA,38,127,4.14,6.97,Yes
2003,0,0,0,0,0,0,72.6,207,30,4.84,NA,32.5,113,4.07,7.13,No
2002,0,0,0,0,0,0,75.4,223,24,4.67,NA,35,106,4.28,7.05,Yes
2002,1,0,0,0,0,0,73.9,220,22,4.65,NA,35,110,4.11,7.06,No
2002,0,0,0,0,0,0,74,245,17,4.74,NA,25.5,NA,NA,NA,Yes
2002,0,0,0,0,0,1,73.8,210,27,4.87,NA,32.5,106,4.08,6.9,No
2002,0,0,0,1,0,1,75.4,234,25,4.78,NA,31.5,106,3.87,6.75,Yes
2002,0,0,0,0,0,0,73.9,235,14,4.83,NA,33.5,110,4.26,7.35,Yes
2002,0,0,0,1,0,1,76,215,32,4.85,NA,32,107,4.21,7,Yes
2002,0,1,0,0,0,1,74.3,211,31,4.86,NA,27,97,4.5,7.34,Yes
2002,0,0,0,0,0,1,75.9,221,30,4.64,NA,38.5,118,3.9,6.85,Yes
2002,0,0,0,0,0,0,75,206,25,4.95,NA,30,108,4.44,7.28,No
2002,0,0,0,0,0,0,74.1,223,35,4.93,NA,29,105,4.28,7.46,Yes
2002,0,0,0,0,0,1,74.5,219,32,5.24,NA,33.5,111,4.09,7.12,Yes
2002,0,0,0,0,0,1,73.8,220,23,4.9,NA,34,110,4.14,7.06,No
2001,0,0,1,0,0,1,73,227,20,4.85,NA,29.5,102,4.38,7.55,No
2001,0,0,0,0,0,0,74.5,221,27,4.95,NA,29.5,105,4.48,7.54,No
2001,0,1,0,0,0,0,72.3,213,28,4.85,NA,32,105,4.21,7.09,Yes
2001,0,0,0,0,0,0,74.1,225,30,4.61,NA,35.5,113,4.12,7.12,Yes
2001,0,0,0,0,0,1,76.4,238,31,5.19,20,29.5,101,4.62,7.78,No
2001,0,0,0,0,0,0,75.9,199,29,4.84,NA,NA,NA,NA,NA,No
2001,1,0,0,0,0,1,73,211,23,4.83,NA,33,113,4.4,7.27,No
2001,0,0,1,0,0,0,73.8,215,30,4.82,NA,37.5,114,4.15,7.18,No
2001,0,0,0,1,0,0,72.6,234,14,4.83,NA,34.5,108,4.4,7.32,No
2001,0,0,0,0,1,0,74,226,18,4.87,NA,35.5,106,4.27,7.33,No
2001,0,1,0,0,0,0,74.4,207,27,4.55,NA,37.5,124,4.12,7.12,Yes
2001,0,0,0,0,0,1,72.1,205,11,4.64,NA,35,110,4.51,7.4,No
2001,0,0,0,0,0,1,74,231,32,4.79,NA,35.5,112,4.29,7.13,Yes
2001,0,0,0,0,0,0,75,223,27,4.73,NA,31.5,115,4.2,7.37,No
2001,0,0,1,0,0,1,76.4,228,32,4.77,NA,34,107,4.29,7.07,Yes
2001,0,0,0,1,0,0,73.1,223,24,4.71,NA,35.5,115,4.35,7.36,Yes
2001,1,0,0,0,0,0,72,210,20,4.33,NA,38,NA,NA,NA,Yes
2000,0,1,0,0,0,0,76.4,211,33,5.3,NA,24.5,99,4.38,7.2,Yes
2000,0,0,0,0,0,1,75.5,218,35,5.03,NA,29,101,4.87,7.54,No
2000,0,0,1,0,0,1,73.6,208,29,4.96,NA,NA,100,4.34,7.46,Yes
2000,0,1,0,0,0,0,75.9,206,30,5.07,NA,28.5,107,4.42,7.46,No
2000,0,0,0,0,0,1,74.6,224,32,4.76,NA,36.5,119,4.23,6.94,No
2000,0,0,0,0,0,1,71,207,18,4.94,NA,31,106,4.45,7.3,No
2000,0,0,0,0,0,0,73.4,225,33,5.24,NA,27.5,100,4.42,7.51,No
2000,1,0,0,0,0,1,70.3,192,18,4.84,NA,NA,106,NA,NA,Yes
2000,0,0,0,1,0,0,75.1,216,39,5.22,NA,27.5,99,4.41,7.17,Yes
2000,1,0,0,0,0,0,73,226,18,4.68,NA,NA,109,NA,NA,Yes
2000,0,0,0,0,0,1,74.4,226,28,4.95,NA,29.5,96,NA,NA,No
2000,0,0,0,0,0,1,75,202,32,5.03,NA,25.5,95,4.41,7.21,No
2000,0,0,0,0,0,1,72.4,202,26,5.05,NA,27,97,4.24,7.28,No
2000,0,0,0,0,0,1,73.6,227,11,4.61,NA,34.5,113,NA,NA,Yes
2000,0,0,0,0,1,0,75.4,229,25,4.85,NA,33.5,111,4.16,7.12,Yes
2000,0,0,0,0,0,0,72.5,215,27,4.93,NA,25.5,100,4.21,7.34,Yes
2000,1,0,0,0,0,1,74.8,222,16,5.37,NA,26.5,98,4.78,7.8,Yes
2000,0,0,0,0,0,0,75.4,229,25,4.95,NA,34,108,4.59,7.71,Yes
1999,0,0,1,0,1,0,75,236,31,5.26,NA,31,103,4.61,7.66,No
1999,0,0,1,0,0,1,73,205,10,4.85,NA,33,113,4.62,7.63,Yes
1999,1,0,0,0,0,1,75.5,203,17,4.59,NA,35.5,118,4.29,7.52,Yes
1999,0,0,0,0,0,0,71.6,207,22,4.84,NA,33.5,112,4.32,7.29,No
1999,0,0,0,0,0,0,76.1,225,22,5.08,NA,31,NA,4.34,NA,Yes
1999,1,0,0,0,0,0,74.1,219,21,4.67,NA,34,107,4.42,7.62,Yes
1999,0,0,0,0,0,1,75.8,255,18,4.52,NA,39,122,4.13,7.21,Yes
1999,0,0,0,0,0,0,73.8,203,32,4.91,NA,32.5,109,4.37,7.39,No
1999,1,0,0,0,0,1,75.5,199,6,4.89,NA,31,103,4.82,7.5,No
1999,0,1,0,0,1,0,75,216,20,4.78,NA,33,109,4.27,7.06,No
1999,0,1,0,0,0,1,75,220,21,4.77,NA,33.5,107,4.2,7.36,No
1999,0,1,0,0,0,0,73.3,211,25,4.8,NA,32,102,4.21,7.18,Yes
1999,0,0,0,0,0,0,74.5,223,27,5.06,NA,30.5,107,4.33,7.29,Yes
1999,0,0,0,1,0,0,77,227,25,5.12,NA,30.5,107,4.44,7.44,Yes
1999,0,0,0,0,0,0,72,221,25,4.77,NA,33,113,4.29,NA,Yes
1999,1,0,0,0,0,1,74.1,204,29,4.9,NA,31,103,4.56,7.66,No
1999,0,0,0,0,0,0,73.9,212,22,4.79,NA,32.5,111,4.27,7.21,No
1999,0,0,0,1,0,0,74,210,43,4.97,NA,31.5,103,4.35,7.43,No
1999,1,0,0,0,0,1,74.3,223,14,4.64,NA,33,116,4.38,7.3,Yes
1999,0,0,0,1,0,1,72.9,213,28,4.76,NA,33.5,108,4.28,7.27,Yes
1999,0,0,0,1,0,1,74.8,227,26,4.7,NA,34,111,4.29,6.99,Yes
1999,0,0,0,0,0,0,74.4,226,12,5.14,NA,30.5,106,4.51,7.5,No
1999,0,0,0,0,0,0,73.4,195,16,4.74,NA,31,116,4.35,7.45,No
1998,0,0,0,0,0,0,73.9,216,NA,4.89,NA,33.5,118,4.11,7.6,Yes
1998,1,0,0,0,1,0,74.1,223,NA,4.97,NA,30.5,110,NA,NA,No
1998,1,0,0,0,0,1,73,212,NA,5.02,NA,31,104,4.39,7.85,No
1998,0,0,0,0,0,1,75.9,219,NA,4.68,NA,29,104,4.22,7.55,No
1998,0,0,0,0,1,0,73.6,225,NA,4.72,NA,33.5,114,4.3,7.74,No
1998,0,0,0,0,0,1,74.6,214,NA,4.89,NA,29,104,4.23,7.58,No
1998,0,0,0,0,0,1,74.6,211,NA,4.78,NA,34.5,114,4.04,7.25,No
1998,0,0,0,1,0,0,77.4,261,NA,NA,NA,NA,NA,NA,NA,Yes
1998,0,0,0,0,0,1,77.3,230,NA,NA,NA,NA,NA,NA,NA,No
1998,0,0,0,0,0,0,69.8,196,NA,4.8,15,29.5,109,NA,NA,No
1998,0,1,0,0,0,0,76.3,223,NA,5.16,NA,26,99,4.4,7.79,No
1998,1,0,0,0,0,0,73.6,219,NA,5.1,NA,26,98,4.35,7.53,No
1998,0,1,0,0,0,1,76.1,218,NA,4.98,NA,31,109,4.15,7.45,No
1998,0,1,0,0,1,0,73.9,207,NA,5.06,NA,26.5,103,4.37,7.68,No
1997,0,0,0,0,0,0,75.1,211,NA,5.19,NA,27,102,4.67,8.03,No
1997,0,0,0,1,0,1,75.1,212,NA,NA,NA,NA,NA,NA,NA,Yes
1997,0,0,0,0,0,1,75.9,222,NA,5.11,NA,28.5,105,4.38,7.8,Yes
1997,0,0,1,0,0,0,74.6,211,NA,4.98,NA,31.5,108,4.36,7.69,Yes
1997,0,0,0,0,0,0,71.4,204,NA,4.78,NA,30,105,4.67,8.25,No
1997,0,0,0,0,0,0,75.5,220,NA,4.92,NA,30.5,107,4.33,7.85,No
1997,0,0,0,1,0,0,72.9,180,NA,5.14,NA,28.5,103,4.37,7.79,Yes
1997,1,0,0,0,0,1,76.6,234,NA,NA,NA,29,106,4.28,7.92,Yes
1997,0,0,0,0,0,0,76.4,227,NA,5.23,NA,27,97,NA,NA,No
1997,0,0,0,0,0,1,74.3,220,NA,NA,NA,NA,NA,NA,NA,No
1997,0,0,0,0,0,0,74.4,234,NA,5.01,NA,29,101,4.47,7.81,No
1997,0,0,0,0,0,1,78.1,224,NA,5,NA,31.5,112,4.39,7.54,No
1997,0,0,0,1,0,0,74.3,195,NA,4.96,NA,30,111,4.29,7.3,Yes
1997,0,1,0,0,0,0,76.4,221,NA,4.95,NA,31,109,4.47,7.97,Yes
1997,0,0,0,0,0,0,72.4,208,NA,4.96,NA,30,104,4.51,8.16,No
1997,0,0,0,0,0,0,73.8,212,NA,4.9,NA,28,100,4.42,7.69,Yes
1996,0,1,0,0,0,1,76.5,220,NA,4.93,NA,NA,NA,4.55,NA,Yes
1996,0,0,0,0,1,0,73.8,196,NA,4.88,NA,29,109,4.62,NA,No
1996,0,1,0,0,0,1,75.5,218,NA,4.69,NA,33,113,4.13,NA,No
1996,0,0,0,0,0,0,73.1,240,NA,4.94,NA,30,105,4.73,NA,No
1996,0,0,0,0,0,0,70.4,185,NA,5.19,NA,29,108,4.51,NA,No
1996,1,0,0,0,0,1,74.8,204,NA,5.17,NA,31,117,4.41,NA,No
1996,0,1,0,0,0,1,75.3,221,NA,4.73,NA,31,108,4.16,NA,Yes
1996,1,0,0,0,0,1,75.4,222,NA,NA,NA,NA,NA,NA,NA,Yes
1996,0,0,0,0,0,1,72.9,209,NA,NA,NA,NA,NA,NA,NA,No
1996,0,0,0,0,0,0,73.8,215,NA,NA,NA,NA,NA,NA,NA,Yes
1996,0,1,0,0,1,0,74.5,218,NA,NA,NA,NA,NA,NA,NA,No
1996,0,0,0,0,0,1,73.6,235,NA,5.07,NA,24.5,99,4.79,NA,No
1996,0,0,0,0,0,0,74.1,198,NA,5.05,NA,31.5,108,4.53,NA,No
1996,0,0,0,0,0,0,74.5,207,NA,4.71,NA,36.5,120,4.32,NA,No
1996,0,0,0,0,0,0,73.8,211,NA,4.97,NA,25.5,107,NA,NA,No
1996,0,0,0,0,0,0,72.5,211,NA,4.94,NA,29.5,108,4.21,NA,No
1996,0,0,0,0,0,1,75.8,222,NA,NA,NA,NA,NA,NA,NA,No
1996,0,0,0,0,0,0,74.4,220,NA,NA,NA,NA,NA,NA,NA,No
1996,0,0,0,0,0,1,76.3,233,NA,5.14,NA,25,96,4.65,NA,No
1996,0,0,0,1,0,0,72.5,211,NA,NA,NA,NA,NA,NA,NA,No
1995,0,0,0,0,0,1,74.4,212,NA,4.94,NA,27,105,4.31,NA,No
1995,0,0,0,1,0,1,74.9,210,NA,NA,NA,NA,NA,NA,NA,Yes
1995,0,0,0,0,0,0,74.5,206,NA,4.83,NA,30.5,111,4.25,NA,Yes
1995,0,1,0,0,0,0,77,240,NA,NA,NA,NA,NA,NA,NA,Yes
1995,0,1,0,0,0,1,76.6,224,NA,5.07,NA,30,111,4.34,NA,Yes
1995,1,0,0,0,0,1,75.3,215,NA,5.13,NA,25,101,4.66,NA,No
1995,0,0,0,0,0,1,74.1,203,NA,5,NA,27,110,4.47,NA,No
1995,0,0,0,0,0,1,73.5,213,NA,4.91,NA,30,111,4.12,NA,No
1995,0,0,0,0,0,0,74.4,202,NA,5.12,NA,28,107,4.44,NA,No
1995,0,0,0,0,0,0,75.3,223,NA,NA,NA,NA,NA,NA,NA,Yes
1995,1,0,0,0,0,1,75,205,NA,4.7,NA,31,113,4.09,NA,No
1995,0,0,1,0,1,0,73.4,226,NA,NA,NA,NA,NA,NA,NA,No
1995,0,0,0,0,0,0,73.6,224,NA,NA,NA,NA,115,NA,NA,Yes
1995,0,0,0,0,0,1,74.4,206,NA,5.07,NA,27.5,107,4.38,NA,No
1995,0,0,0,1,0,0,73.9,199,NA,5.08,NA,28,100,4.03,NA,Yes
1995,0,0,0,1,0,1,73.5,212,NA,4.52,NA,36,125,4.13,NA,Yes
1995,0,0,0,0,0,1,75,214,NA,NA,NA,NA,NA,NA,NA,No
1995,0,0,0,0,0,0,72.5,208,NA,NA,NA,NA,NA,NA,NA,Yes
1994,0,0,0,0,0,0,74.9,223,NA,5.08,NA,26.5,108,4.25,NA,No
1994,1,0,0,0,0,0,72.8,208,NA,NA,NA,34.5,113,4.23,NA,No
1994,0,1,0,0,0,1,74.4,215,NA,5.1,NA,29.5,108,4.36,NA,No
1994,0,0,0,0,0,1,74.5,217,NA,NA,NA,26,104,4.76,NA,No
1994,0,0,0,0,0,0,75.3,228,NA,NA,NA,NA,NA,NA,NA,Yes
1994,0,0,0,0,0,1,76.4,189,NA,5.01,NA,26.5,112,4.38,NA,No
1994,0,0,0,0,0,1,73.4,215,NA,4.81,NA,33.5,116,4.46,NA,No
1994,1,0,0,0,0,1,72.8,212,NA,NA,NA,NA,NA,NA,NA,Yes
1994,0,0,0,0,0,1,75,221,NA,5.04,NA,26,102,4.79,NA,Yes
1994,1,0,0,0,0,1,72.8,201,NA,5.14,NA,27.5,105,4.54,NA,No
1994,0,0,1,0,0,1,73,218,NA,5.12,NA,27,99,4.47,NA,No
1994,0,0,0,0,1,0,74.4,214,NA,4.84,NA,32.5,115,4.2,NA,Yes
1994,0,0,1,0,0,1,74.5,218,NA,5.03,NA,29.5,111,4.45,NA,No
1994,0,0,0,0,0,0,74.9,208,NA,NA,NA,NA,NA,NA,NA,Yes
1994,0,1,0,0,1,0,74.3,227,NA,5.13,NA,24.5,100,4.39,NA,Yes
1994,0,0,0,0,0,0,79,239,NA,5.36,NA,26.5,99,4.73,NA,No
1994,0,0,0,0,0,1,74.9,211,NA,4.88,NA,33,113,4.13,NA,Yes
1994,0,0,0,0,0,0,74,221,NA,NA,NA,NA,NA,NA,NA,Yes
1994,0,0,0,0,0,0,75.1,235,NA,5.02,NA,30,106,4.66,NA,No
1993,0,0,0,1,0,0,77,233,NA,NA,NA,32.5,111,4.54,NA,Yes
1993,0,0,0,0,0,1,76.4,230,NA,5.02,NA,28.5,106,4.27,NA,No
1993,0,0,0,1,1,0,73,206,NA,4.7,NA,30.5,112,4.19,NA,Yes
1993,0,0,0,0,0,1,71.4,211,NA,NA,NA,NA,NA,NA,NA,No
1993,0,1,0,0,0,1,77.1,232,NA,4.81,NA,31.5,112,4.5,NA,Yes
1993,0,1,0,0,0,0,74.5,211,NA,4.92,NA,32.5,116,4.2,NA,Yes
1993,0,0,0,1,0,0,74.6,234,NA,4.89,NA,30.5,109,4.29,NA,Yes
1993,0,1,0,0,0,1,75.5,212,NA,4.72,NA,36.5,122,4.39,NA,No
1993,0,0,0,0,0,1,73.3,212,NA,5.12,NA,26.5,103,4.46,NA,No
1993,0,0,0,0,0,0,75.1,228,NA,5.17,NA,27.5,103,4.62,NA,No
1993,0,0,0,0,0,0,73,192,NA,4.96,NA,27.5,104,4.28,NA,No
1993,0,0,0,0,0,1,74.4,210,NA,4.83,NA,31,115,4.3,NA,No
1993,0,0,0,0,1,0,74.6,196,NA,4.89,NA,32,105,4.37,NA,No
1993,1,0,0,0,0,1,74,216,NA,NA,NA,NA,NA,NA,NA,Yes
1993,0,0,0,0,0,0,72.6,241,NA,4.87,NA,31.5,105,4.76,NA,No
1993,0,0,0,0,0,0,72.1,208,NA,5.1,NA,24.5,99,4.53,NA,No
1993,0,0,0,0,0,1,76.3,223,NA,NA,NA,NA,NA,NA,NA,No
1993,1,0,0,0,0,1,74,219,NA,NA,NA,31,106,NA,NA,Yes
1993,1,0,0,0,0,1,72,212,NA,4.97,NA,30.5,NA,NA,NA,Yes
1993,0,0,0,0,0,1,76.5,206,NA,4.89,NA,28.5,106,4.59,NA,No
1993,0,0,0,0,0,0,78,234,NA,5.31,NA,23,90,4.66,NA,No
1992,0,0,0,0,0,1,73.5,207,NA,4.92,NA,28.5,108,4.5,NA,No
1992,0,0,0,0,0,0,73.1,212,NA,5.06,NA,29.5,110,4.58,NA,No
1992,0,0,0,0,0,0,71.8,202,NA,4.86,NA,30.5,115,4.6,NA,Yes
1992,1,0,0,0,0,1,78,228,NA,4.99,NA,25.5,103,4.53,NA,Yes
1992,0,0,0,0,0,0,71.8,179,NA,NA,NA,NA,NA,NA,NA,Yes
1992,1,0,0,0,0,1,74.6,208,NA,4.88,NA,32,106,4.46,NA,Yes
1992,0,1,0,0,0,0,76.9,232,NA,5.14,NA,27.5,103,4.21,NA,Yes
1992,0,0,0,0,0,1,74.3,231,NA,5.17,NA,23.5,102,4.79,NA,No
1992,1,0,0,0,0,1,76.5,218,NA,5.02,NA,29.5,110,4.29,NA,Yes
1992,0,0,0,0,1,0,74.4,217,NA,5.14,NA,26,103,4.31,NA,No
1992,0,0,1,0,0,1,74.5,205,NA,4.82,NA,32.5,111,4.01,NA,Yes
1992,0,1,0,0,0,0,74,184,NA,4.76,NA,32.5,119,4.31,NA,No
1992,0,1,0,0,0,1,73.6,208,NA,4.71,NA,31.5,120,NA,NA,No
1992,0,0,0,1,0,0,73.5,204,NA,4.89,NA,29.5,112,4.46,NA,No
1992,0,0,1,0,0,1,74.4,223,NA,4.84,NA,29,101,4.34,NA,No
1992,0,1,0,0,0,0,74.3,213,NA,4.98,NA,26.5,110,4.22,NA,No
1992,0,0,0,0,0,0,74.6,199,NA,4.88,NA,27,NA,4.22,NA,Yes
1992,0,1,0,0,0,0,76.6,234,NA,4.86,NA,29.5,107,4.21,NA,Yes
1992,0,0,0,0,0,0,75.6,207,NA,4.87,NA,30.5,109,4.34,NA,No
1992,0,0,0,0,0,1,74.6,211,NA,5.21,NA,23.5,97,4.53,NA,No
1992,1,0,0,0,0,1,72.6,200,NA,4.83,NA,32.5,102,4.06,NA,Yes
1991,0,0,0,0,0,1,74,209,NA,4.97,NA,29.5,106,4.49,NA,No
1991,0,1,0,0,0,1,73.4,214,NA,5.08,NA,27.5,105,4.61,NA,No
1991,0,0,0,0,1,0,75.9,214,NA,5.05,NA,27.5,106,4.58,NA,No
1991,0,0,0,0,0,0,74.1,218,NA,5.03,NA,28.5,100,4.38,NA,No
1991,0,0,0,0,0,1,72.6,206,NA,4.95,NA,29.5,104,4.51,NA,No
1991,0,1,0,0,0,1,72,192,NA,4.81,NA,26,102,4.22,NA,No
1991,0,0,0,0,0,1,74,217,NA,NA,NA,NA,NA,NA,NA,No
1991,0,1,0,0,0,0,73.4,197,NA,5.07,NA,27,100,4.3,NA,No
1991,0,0,0,1,0,0,73,213,NA,5.27,NA,25,97,4.52,NA,No
1991,0,0,0,0,0,1,73.3,203,NA,NA,NA,32,116,NA,NA,No
1991,0,0,0,0,0,1,75.1,215,NA,4.93,NA,28.5,104,4.31,NA,Yes
1991,0,0,1,0,0,1,73.3,208,NA,4.98,NA,27.5,102,4.56,NA,No
1991,0,0,0,1,0,1,75.8,202,NA,5.04,NA,27.5,104,4.36,NA,Yes
1991,0,0,0,0,0,1,74.1,223,NA,5.17,NA,27,103,4.43,NA,No
1991,0,0,0,0,0,0,79.9,243,NA,5.1,NA,31.5,114,4.36,NA,Yes
1991,1,0,0,0,0,1,73.9,213,NA,NA,NA,NA,NA,NA,NA,Yes
1991,0,0,0,1,0,0,74.3,200,NA,4.98,NA,30.5,106,4.27,NA,Yes
1991,1,0,0,0,0,0,74.3,231,NA,NA,NA,NA,NA,NA,NA,Yes
1991,1,0,0,0,0,1,74.3,199,NA,4.96,NA,34.5,118,4.38,NA,No
1991,0,0,0,0,0,0,76.1,216,NA,4.69,NA,33,116,4.31,NA,No
1991,0,0,0,0,1,0,72,231,NA,NA,NA,NA,NA,NA,NA,No
1991,0,1,0,0,0,0,77,222,NA,5.01,NA,30.5,105,4.4,NA,Yes
1990,0,0,0,0,0,0,74.8,203,NA,5.2,NA,23,100,4.64,NA,No
1990,0,0,0,0,0,0,75.1,220,NA,4.97,NA,26,106,4.36,NA,No
1990,0,0,0,0,0,0,74.6,218,NA,5.04,NA,25,103,4.33,NA,Yes
1990,0,0,0,0,0,0,76.9,225,NA,5.07,NA,27.5,101,4.39,NA,No
1990,0,0,0,1,0,0,76,215,NA,4.96,NA,26.5,109,4.56,NA,Yes
1990,0,0,0,0,0,1,73.3,203,NA,NA,NA,NA,NA,NA,NA,No
1990,0,1,0,0,0,0,73.5,200,NA,4.93,NA,29.5,108,4.14,NA,No
1990,0,0,0,0,0,1,76.3,209,NA,5.29,NA,22,97,4.57,NA,Yes
1990,0,0,0,0,0,1,75,222,NA,4.84,NA,28,109,4.54,NA,No
1990,0,0,0,0,0,0,76.3,210,NA,5.01,NA,27,100,4.31,NA,No
1990,0,0,1,0,0,1,70.4,184,NA,5.15,NA,26,99,4.27,NA,No
1990,0,0,0,0,0,0,74.8,200,NA,NA,NA,NA,NA,NA,NA,No
1990,0,0,0,0,0,1,74,189,NA,4.94,NA,30.5,110,4.4,NA,No
1990,0,0,0,0,0,1,73.5,190,NA,4.92,NA,28,111,4.34,NA,No
1990,0,1,0,0,0,1,74.3,217,NA,4.89,NA,32.5,109,4.03,NA,Yes
1990,0,0,0,0,0,0,74.3,202,NA,NA,NA,NA,118,NA,NA,No
1990,1,0,0,0,0,1,72.3,197,NA,4.82,NA,37,118,4.1,NA,No
1990,0,1,0,0,0,0,73.5,214,NA,5.03,NA,26,105,4.48,NA,No
1990,0,0,0,0,0,0,73.1,217,NA,NA,NA,NA,NA,NA,NA,No
1990,0,0,0,1,0,1,75.4,201,NA,4.73,NA,33.5,116,4.13,NA,Yes
1990,1,0,0,0,0,1,74,188,NA,5.12,NA,26,94,4.53,NA,No
1989,0,0,0,0,0,0,75,209,NA,5.06,NA,32,106,4.41,NA,Yes
1989,1,0,0,0,0,0,75.4,199,NA,4.78,NA,28,102,4.37,NA,Yes
1989,1,0,0,0,0,1,75.3,221,NA,5.02,NA,29.5,97,4.5,NA,Yes
1989,0,0,0,0,0,1,75.5,218,NA,4.9,NA,29.5,102,4.51,NA,Yes
1989,0,0,0,0,0,0,72.5,192,NA,4.85,NA,29.5,109,4.06,NA,No
1989,0,0,0,0,0,0,73.5,210,NA,NA,NA,NA,NA,NA,NA,No
1989,0,1,0,0,0,0,72.8,208,NA,NA,NA,NA,NA,4.17,NA,No
1989,0,0,0,0,0,0,73.4,207,NA,4.94,NA,29,105,4.53,NA,No
1989,0,0,0,0,0,1,74,210,NA,4.88,NA,32.5,117,4.6,NA,No
1989,0,0,0,0,0,1,72.9,196,NA,4.79,NA,35,116,4.03,NA,No
1989,0,0,0,0,0,0,73.3,209,NA,4.64,NA,34,110,4.34,NA,No
1989,0,0,0,0,0,1,75.3,215,NA,5.19,NA,26.5,97,4.64,NA,No
1989,0,0,0,0,0,1,72.5,195,NA,4.72,NA,29,103,4.53,NA,Yes
1989,1,0,0,0,0,1,76,213,NA,5.12,NA,27.5,100,4.43,NA,No
1989,0,0,0,0,0,1,75.3,225,NA,5.09,NA,25.5,104,4.45,NA,No
1989,0,0,1,0,0,0,72.6,217,NA,5.09,NA,28.5,96,4.42,NA,Yes
1989,0,0,0,1,1,0,74.8,209,NA,5.18,NA,26,101,4.21,NA,Yes
1988,0,0,0,0,0,0,74.1,200,NA,5.07,NA,28.5,102,4.63,NA,Yes
1988,0,0,0,0,0,1,71.9,208,NA,4.72,NA,32.5,108,4.39,NA,No
1988,0,0,0,1,0,1,75.9,211,NA,4.87,10,30,102,4.4,NA,Yes
1988,0,1,0,0,1,0,71.5,195,NA,5.27,5,26.5,99,4.64,NA,No
1988,0,0,0,0,0,0,73.9,223,NA,4.93,NA,28,102,4.56,NA,Yes
1988,0,1,0,0,0,1,74.4,198,NA,4.91,NA,28.5,101,4.6,NA,No
1988,1,0,0,0,0,1,75,196,NA,NA,NA,NA,NA,NA,NA,No
1988,0,0,1,0,0,1,74.6,206,NA,5.1,NA,25.5,97,4.62,NA,No
1988,1,0,0,0,0,0,71.5,196,NA,4.86,NA,25,101,4.49,NA,No
1988,1,0,0,0,0,1,73.1,181,NA,4.53,NA,32,114,4.2,NA,No
1988,0,0,0,0,0,0,73.5,207,NA,NA,16,NA,NA,NA,NA,No
1988,0,0,0,0,0,0,73.9,207,NA,4.98,10,27.5,100,4.5,NA,No
1988,1,0,0,0,1,0,73.5,185,NA,4.99,1,26.5,103,4.57,NA,No
1988,1,0,0,0,0,0,74.3,203,NA,4.72,9,31,108,4.39,NA,No
1987,1,0,0,0,0,0,74.4,203,NA,5.1,3,23,93,4.63,NA,Yes
1987,0,0,1,0,0,1,75,191,NA,4.82,NA,29.5,111,4.45,NA,Yes
1987,0,0,0,0,0,0,74.3,193,NA,4.58,7,32.5,110,4.11,NA,Yes
1987,1,0,0,0,0,0,76.3,217,NA,5.14,10,23.5,94,4.53,NA,No
1987,0,1,0,0,1,0,74.3,203,NA,NA,NA,NA,NA,NA,NA,Yes
1987,0,0,0,0,0,1,73.8,197,NA,4.86,NA,25,105,4.52,NA,Yes
1987,1,0,0,0,0,1,73.5,199,NA,4.83,NA,34,116,4.13,NA,Yes
1987,0,0,0,1,0,0,73.4,190,NA,4.74,NA,30.5,117,4.35,NA,Yes
1987,0,0,0,0,0,1,73.5,204,NA,4.96,10,24,99,4.22,NA,No
1987,0,0,0,0,0,1,74,201,NA,5.13,2,26.5,99,4.49,NA,No
