Year,Name,College,POS,ProDay/Combine,Height (in),Weight (lbs),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,Started
2012,Ryan Lindley,San Diego State,QB,Combine,75.75,229,35,4.86,NA,29.5,108,4.45,7.52,Yes
2012,Andrew Luck,Stanford,QB,Combine,76,234,37,4.59,NA,36,124,4.28,6.8,Yes
2012,Kellen Moore,Boise State,QB,Combine,72,197,26,4.82,NA,27,99,4.56,7.41,No
2012,Brock Osweiler,Arizona State,QB,Combine,78.88,242,25,4.83,NA,NA,NA,NA,NA,Yes
2012,Ryan Tannehill,Texas A&M,QB,Combine,75.88,221,34,4.65,NA,NA,NA,NA,NA,Yes
2012,Darron Thomas,Oregon,QB,Combine,74.63,220,NA,4.77,14,36,121,4.28,7.17,No
2012,Brandon Weeden,Oklahoma State,QB,Both,75.5,221,27,4.89,NA,32,102,4.45,7.36,Yes
2012,Russell Wilson,Wisconsin,QB,Combine,70.63,204,28,4.53,NA,34,118,4.09,6.97,Yes
2012,Patrick Witt,Yale,QB,Combine,75.5,225,NA,5.08,NA,31.5,101,4.37,7.14,No
2011,Ryan Colburn,Frenso State (CA),QB,Both,74.75,233,NA,5.12,NA,30.5,NA,4.28,6.84,No
2011,Andy Dalton,Texas Christian,QB,Combine,74,215,29,4.83,NA,29.5,106,4.27,6.93,No
2011,Pat Devlin,Delaware,QB,Combine,75.38,225,NA,4.81,NA,33,116,4.32,7.08,No
2011,Nathan Enderle,Idaho,QB,Combine,76.13,240,NA,5.12,NA,25.5,102,4.46,7.13,No
2011,Adam Froman,Louisville,QB,ProDay,76,220,NA,4.54,NA,30.5,112,4.16,6.8,No
2011,Blaine Gabbert,Missouri,QB,Combine,76.38,234,42,4.61,NA,33.5,120,4.26,6.84,Yes
2011,Jerrod Johnson,Texas A&M,QB,Combine,77.13,251,NA,4.75,NA,29,119,4.31,7.28,No
2011,Colin Kaepernick,Nevada,QB,Combine,76.63,233,NA,4.53,NA,32.5,115,4.18,6.85,No
2011,Jake Locker,Washington,QB,Combine,74.5,231,20,4.51,NA,35,115,4.12,6.77,Yes
2011,Ryan Mallett,Arkansas,QB,Combine,78.75,253,26,5.24,NA,24,103,NA,NA,No
2011,Greg McElroy,Alabama,QB,Combine,73.88,220,43,4.84,NA,33,107,4.45,7.11,No
2011,Cam Newton,Auburn,QB,Combine,77,248,21,4.56,NA,35,126,4.18,6.92,Yes
2011,Christian Ponder,Florida State,QB,Combine,74,229,35,4.63,NA,34,116,4.09,6.85,No
2011,Josh Portis,California (PA),QB,Combine,74.88,211,NA,4.59,NA,40,126,4.12,6.84,No
2011,Ricky Stanzi,Iowa,QB,Combine,76.38,223,30,4.87,NA,32.5,110,4.43,6.95,No
2011,Tyrod Taylor,Virginia Tech,QB,Combine,72.75,217,NA,4.47,NA,37.5,126,4.09,6.78,No
2011,Scott Tolzien,Wisconsin,QB,Combine,74,212,NA,4.92,NA,29.5,116,4.12,6.84,No
2011,Jeff Van Camp,Florida Atlantic,QB,Combine,77.25,218,NA,4.83,NA,31,114,4.16,6.87,No
2011,Taylor Yates,North Carolina,QB,Combine,75.38,219,NA,5.06,NA,29.5,104,4.12,6.96,No
2010,Sam Bradford,Oklahoma,QB,Combine,76.25,236,36,4.79,NA,NA,NA,NA,NA,No
2010,Jarrett Brown,West Virginia,QB,Combine,74.88,224,NA,4.5,NA,34.5,114,4.39,7.24,No
2010,Levi Brown,Troy (AL),QB,Combine,75.5,229,NA,4.93,20,31.5,106,4.43,7.07,No
2010,Sean Canfield,Oregon State,QB,Combine,75.75,223,NA,4.93,NA,29.5,100,4.39,7.26,No
2010,Daryll Clark,Penn State,QB,Both,73.88,235,NA,4.72,21,33,116,4.28,6.97,No
2010,Jimmy Clausen,Notre Dame,QB,Combine,74.63,222,23,4.76,NA,NA,NA,NA,NA,No
2010,Jonathan Crompton,Tennessee,QB,ProDay,75.13,222,NA,4.85,NA,31,106,4.34,6.95,No
2010,Max Hall,Brigham Young,QB,Combine,72.63,209,NA,4.84,NA,32,102,4.35,7.07,No
2010,Tim Hiller,Western Michigan,QB,Combine,76,229,NA,4.97,18,32.5,118,4.54,7.1,No
2010,Mike Kafka,Northwestern,QB,Combine,75.13,225,NA,4.93,NA,32,110,4.37,6.96,No
2010,Dan LeFevour,Central Michigan,QB,Combine,75.25,230,NA,4.6,NA,29.5,110,4.22,6.93,No
2010,Thaddeus Lewis,Duke,QB,Combine,72.5,215,NA,4.84,NA,28,107,NA,NA,No
2010,Colt McCoy,Texas,QB,Combine,73.13,216,25,4.79,NA,NA,114,NA,NA,No
2010,Matt Nichols,Eastern Washington,QB,ProDay,73.88,219,NA,4.88,NA,28.5,105,4.18,7.11,No
2010,Tony Pike,Cincinnati,QB,Combine,77.75,223,NA,4.9,NA,28.5,108,4.53,7.06,No
2010,Zac Robinson,Oklahoma State,QB,Combine,74.5,214,NA,4.68,NA,35,110,4.4,7.24,No
2010,John Skelton,Fordham (NY),QB,Combine,77.38,243,24,4.85,NA,33.5,108,4.33,7.17,No
2010,Riley Skinner,Wake Forest,QB,Combine,72,214,NA,5.05,NA,30,101,4.29,7.04,No
2010,Rusty Smith,Florida Atlantic,QB,ProDay,77,224,NA,4.83,NA,23,100,4.61,7.04,No
2010,Jevan Snead,Mississippi,QB,Combine,75,219,22,5.04,NA,33,106,4.33,7.08,No
2010,Tim Tebow,Florida,QB,Combine,74.75,236,22,4.71,NA,38.5,115,4.17,6.66,No
2009,Jason Boltus,Hartwick (NY),QB,Combine,74.75,225,NA,4.82,26,31.5,111,4.47,7,No
2009,Rhett Bomar,Sam Houston State (TX),QB,Combine,74.25,225,NA,4.7,25,NA,106,4.06,6.91,No
2009,Tom Brandstater,Frenso State (CA),QB,Combine,77,220,NA,4.87,NA,28.5,106,4.37,6.93,No
2009,Nathan Brown,Central Arkansas,QB,Combine,72.63,219,NA,4.86,NA,30.5,106,4.44,7.43,No
2009,Hunter Cantwell,Louisville,QB,Combine,76.38,235,NA,5.22,NA,26,99,4.59,7.4,No
2009,Rudy Carpenter,Arizona State,QB,Both,73.63,218,NA,4.89,11,29,100,4.47,7.25,No
2009,Chase Daniel,Missouri,QB,Both,72,218,NA,4.79,NA,33,108,4.31,7.28,No
2009,Nate Davis,Ball State (IN),QB,Combine,73.38,226,NA,4.95,NA,26.5,99,NA,NA,No
2009,Josh Freeman,Kansas State,QB,Combine,77.75,248,27,4.9,NA,33.5,119,4.43,7.11,No
2009,Cullen Harper,Clemson,QB,Combine,75,225,NA,4.95,19,30,105,4.49,7.43,No
2009,Graham Harrell,Texas Tech,QB,Combine,74.13,223,23,5.07,NA,29.5,98,4.56,7.45,No
2009,Chase Holbrook,New Mexico State,QB,Combine,76.13,242,NA,5.12,NA,27,108,4.65,7.93,No
2009,Brian Hoyer,Michigan State,QB,Combine,74,215,NA,5.02,NA,32,109,4.42,7.1,No
2009,Stephen McGee,Texas A&M,QB,Combine,74.88,225,NA,4.61,NA,33,112,4.49,7.34,No
2009,Keith Null,West Texas A&M,QB,Combine,75.13,222,NA,NA,NA,NA,NA,NA,NA,No
2009,Curtis Painter,Purdue,QB,Combine,74.88,225,NA,4.87,NA,29,102,4.48,7,No
2009,Mike Reilly,Central Washington,QB,Combine,75,214,NA,4.79,NA,30.5,109,4.11,6.76,No
2009,Mark Sanchez,Southern California,QB,Combine,74.13,227,28,4.93,NA,32.5,116,4.21,7.06,No
2009,Matthew Stafford,Georgia,QB,Combine,74.25,225,38,4.81,NA,30.5,107,4.47,7.06,No
2009,Mike Teel,Rutgers,QB,ProDay,75,225,NA,5.13,NA,28.5,104,4.59,7.65,No
2009,Pat White,West Virginia,QB,Combine,72.25,197,NA,4.55,NA,35,117,4.42,7.06,No
2009,Drew Willy,Buffalo,QB,Combine,75.13,215,NA,4.9,NA,30.5,109,4.45,7.18,No
2009,John Wilson,Alabama,QB,Combine,73.5,219,NA,4.75,NA,29.5,105,4.59,7.53,No
2008,Erik Ainge,Tennessee,QB,Combine,77.5,225,22,5.04,NA,21.5,108,4.6,7.51,No
2008,John David Booty,Southern California,QB,Combine,74.38,218,14,4.93,NA,22.5,99,4.58,NA,No
2008,Colt Brennan,Hawaii,QB,Combine,74.38,207,NA,NA,NA,NA,NA,NA,NA,No
2008,Alex Brink,Washington State,QB,Combine,74.25,211,27,5.03,NA,28,112,4.19,7.22,No
2008,Brian Brohm,Louisville,QB,Combine,74.88,230,32,4.85,NA,30,115,4.55,7.13,No
2008,Dennis Dixon,Oregon,QB,Combine,75.25,195,NA,NA,NA,NA,NA,NA,NA,No
2008,Joe Flacco,Delaware,QB,Combine,78.38,236,27,4.86,NA,28.5,110,4.27,6.82,No
2008,Matt Flynn,Louisiana State,QB,Combine,74.25,231,38,4.81,NA,28,109,4.34,7.21,No
2008,Chad Henne,Michigan,QB,Combine,74.88,230,22,4.95,NA,25.5,106,4.4,7.17,No
2008,Josh Johnson,San Diego,QB,Combine,74.75,213,24,4.53,16,33.5,110,4.42,7.56,No
2008,Sam Keller,Nebraska,QB,Combine,75.63,241,NA,5.03,NA,24,107,4.35,7.07,No
2008,Anthony Morelli,Penn State,QB,Combine,75.63,231,NA,5.09,16,26.5,108,4.6,7.43,No
2008,Bernard Morris,Marshall (WV),QB,Combine,75,223,NA,4.77,18,24.5,109,NA,NA,No
2008,Kevin O'Connell,San Diego State,QB,Combine,77,225,24,4.66,NA,31,113,4.38,7.01,No
2008,T.C. Ostrander,Stanford,QB,Combine,74.13,227,NA,NA,NA,NA,NA,NA,NA,No
2008,Matt Ryan,Boston College,QB,Combine,76.75,228,32,4.94,NA,NA,NA,4.51,7.4,No
2008,Paul Smith,Tulsa (OK),QB,Combine,73.25,208,NA,4.97,NA,26.5,111,4.29,7.02,No
2008,Adam Tafralis,San Jose State,QB,Combine,73.13,221,NA,4.85,NA,32,108,4.33,7.14,No
2008,Kyle Wright,Miami (FL),QB,Combine,75.4,218,NA,4.9,NA,25.5,105,4.32,7.34,No
2007,John Beck,Brigham Young,QB,Combine,74.13,215,30,4.78,NA,29.5,111,4.17,6.81,No
2007,Trent Edwards,Stanford,QB,Combine,76.13,231,31,4.78,19,NA,NA,4.46,7.14,No
2007,Luke Getsy,Akron,QB,Combine,74.5,222,20,4.99,NA,32.5,106,4.46,6.95,No
2007,Matt Gutierrez,Idaho State,QB,Combine,76.25,232,28,5.04,NA,29.5,108,4.28,6.99,No
2007,Kevin Kolb,Houston,QB,Combine,75.13,218,NA,4.89,NA,32.5,112,4.44,6.94,No
2007,Toby Korrodi,Central Missouri,QB,Combine,75.5,234,12,5.37,NA,25,91,4.64,7.77,No
2007,Chris Leak,Florida,QB,Combine,71.88,209,NA,4.77,NA,32.5,113,4.41,7.03,No
2007,Tyler Palko,Pittsburgh,QB,Combine,73.38,215,18,4.88,NA,31.5,112,4.36,7.05,No
2007,Jordan Palmer,Texas-El Paso,QB,Combine,77.63,231,23,4.99,NA,30.5,104,4.58,7.32,No
2007,James Pinkney,East Carolina (NC),QB,Combine,74.5,208,NA,4.81,NA,34,112,4.49,7.35,No
2007,Brady Quinn,Notre Dame,QB,Both,75.75,232,29,4.73,24,36,115,4.22,6.79,No
2007,Jeff Rowe,Nevada,QB,Combine,77.25,226,21,4.91,NA,29.5,114,4.42,6.72,No
2007,JaMarcus Russell,Louisiana State,QB,Combine,77.5,265,24,4.83,NA,NA,NA,NA,NA,No
2007,Jeff Smith,Georgetown (KY),QB,ProDay,77.13,237,NA,4.87,17,29,111,4.24,6.97,No
2007,Isaiah Stanback,Washington,QB,Combine,74.38,216,NA,NA,22,NA,NA,NA,NA,No
2007,Drew Stanton,Michigan State,QB,Combine,75.25,226,35,4.77,NA,30.5,108,4.41,6.77,No
2007,John Stocco,Wisconsin,QB,Combine,73.63,207,NA,5.1,NA,27,104,4.6,7.29,No
2007,Josh Swogger,Montana,QB,Combine,76.5,237,NA,5.14,NA,28.5,107,4.76,7.25,No
2007,Zac Taylor,Nebraska,QB,Combine,74.38,216,NA,5.08,NA,30.5,110,4.6,7.39,No
2007,Tyler Thigpen,Coastal Carolina (SC),QB,ProDay,73.88,223,NA,4.78,NA,29,105,4.4,7.11,No
2007,Jared Zabransky,Boise State,QB,Combine,74.13,219,36,4.59,NA,35.5,111,4.08,6.78,No
2006,Brett Basanez,Northwestern,QB,Combine,73.25,220,NA,4.79,NA,34,114,4.22,6.75,No
2006,Kellen Clemens,Oregon,QB,Combine,73.63,224,35,4.89,NA,NA,NA,NA,NA,No
2006,Brodie Croyle,Alabama,QB,Combine,74.5,205,24,4.94,NA,30.5,104,4.25,7.34,No
2006,Jay Cutler,Vanderbilt,QB,Combine,75.25,226,26,4.81,23,NA,NA,4.26,7.1,No
2006,Bruce Eugene,Grambling State (LA),QB,Combine,72.25,260,NA,5.13,NA,27.5,94,4.76,7.97,No
2006,Bruce Gradkowski,Toledo,QB,Combine,73.38,217,NA,4.63,NA,34,107,4.16,7.12,No
2006,Darrell Hackney,Alabama-Birmingham,QB,Combine,71.63,239,40,4.86,NA,33,110,4.69,7.62,No
2006,Justin Holland,Colorado State,QB,ProDay,74.38,219,NA,4.99,NA,29,105,4.46,7.46,No
2006,Tarvaris Jackson,Alabama State,QB,Combine,74,226,19,4.7,22,31.5,107,4.38,7.4,No
2006,Omar Jacobs,Bowling Green (OH),QB,Combine,75.88,232,38,4.86,NA,32.5,108,4.29,7.47,No
2006,Matt Leinart,Southern California,QB,Both,76.88,223,35,4.9,NA,37,113,NA,NA,No
2006,Travis Lulay,Montana State,QB,Combine,74.38,216,37,4.74,NA,35,111,4.07,6.93,No
2006,Ingle Martin,Furman (SC),QB,Combine,74.25,220,30,4.72,NA,36,111,4.17,7.13,No
2006,Reggie McNeal,Texas A&M,QB,Combine,74,198,NA,4.43,NA,32,121,4.25,6.96,No
2006,Erik Meyer,Eastern Washington,QB,Combine,73,210,NA,4.7,NA,32.5,112,4.12,6.83,No
2006,Barrick Nealy,Texas State,QB,Combine,76,226,NA,4.65,NA,32.5,114,4.26,6.94,No
2006,Drew Olson,UCLA,QB,Both,73.63,222,NA,5.12,NA,23,97,4.42,7.64,No
2006,Paul Pinegar,Frenso State (CA),QB,Combine,76.88,232,NA,5.14,NA,29,110,4.49,7.36,No
2006,Quinton Porter,Boston College,QB,Combine,76.63,233,NA,4.72,NA,33.5,116,4.1,6.76,No
2006,D.J. Shockley,Georgia,QB,Combine,73.13,214,19,4.61,NA,37.5,121,4.17,7.07,No
2006,Kent Smith,Central Michigan,QB,Combine,76.75,216,NA,4.64,NA,35,122,4.47,7.41,No
2006,Marcus Vick,Virginia Tech,QB,Combine,72,200,11,4.51,NA,36,117,4.08,6.94,No
2006,Charlie Whitehurst,Clemson,QB,Combine,76.75,223,33,4.76,NA,33,112,4.11,7,No
2006,Vince Young,Texas,QB,Combine,76.6,229,15,4.48,NA,NA,NA,NA,NA,No
2005,Jared Allen,Florida Atlantic,QB,Combine,74.25,218,19,5,NA,27.5,106,4.39,7.29,No
2005,Derek Anderson,Oregon State,QB,Combine,78.13,242,23,5.06,NA,29,101,4.62,7.67,No
2005,Brock Berlin,Miami (FL),QB,Combine,73.5,221,13,4.89,NA,29,106,4.54,7.49,No
2005,Jason Campbell,Auburn,QB,Both,76.75,230,28,4.72,NA,38,NA,NA,7.42,No
2005,Timmy Chang,Hawaii,QB,Combine,73,211,26,5.1,NA,29,103,4.2,7.24,No
2005,Ben Dougherty,Florida A&M,QB,Combine,74.13,222,NA,4.84,NA,33,108,4.34,7.41,No
2005,Ryan Fitzpatrick,Harvard,QB,Combine,74.38,232,48,4.87,NA,30.5,103,4.07,7.09,No
2005,Charlie Frye,Akron,QB,Combine,75.88,225,38,4.85,NA,33,109,4.08,6.94,No
2005,David Greene,Georgia,QB,Combine,75.5,226,21,4.8,NA,31.5,113,4.1,7,No
2005,Gino Guidugli,Cincinnati,QB,Combine,75.75,229,30,5.04,NA,29,97,4.52,7.41,No
2005,Josh Haldi,Northern Illinois,QB,Combine,74,215,30,4.68,NA,33,113,4.07,6.89,No
2005,James Kilian,Tulsa (OK),QB,ProDay,75.25,218,NA,4.93,NA,35,120,4.22,6.76,No
2005,Stefan LeFors,Louisville,QB,Combine,72.13,208,35,4.61,NA,31,111,4.09,7.03,No
2005,Dustin Long,Sam Houston State (TX),QB,Combine,74.5,208,NA,4.69,NA,30.5,108,4.08,6.77,No
2005,Adrian McPherson,Florida State,QB,Combine,75.5,218,26,4.73,22,34.5,128,4.08,6.93,No
2005,Craig Ochs,Montana,QB,Combine,73.75,218,NA,4.91,NA,28.5,101,4.13,7.03,No
2005,Dan Orlovsky,Connecticut,QB,Combine,77,225,30,4.98,NA,29.5,105,4.39,7.33,No
2005,Kyle Orton,Purdue,QB,Combine,76,233,27,5.11,NA,26.5,NA,4.52,7.38,No
2005,Bryan Randall,Virginia Tech,QB,Combine,72.25,225,19,4.72,NA,33,112,4.08,6.97,No
2005,Chris Rix,Florida State,QB,Combine,74,214,26,4.73,NA,33.5,113,4.53,7.53,No
2005,Aaron Rodgers,California,QB,Both,74,223,39,4.75,NA,34.5,110,4.32,7.38,No
2005,Alex Smith,Utah,QB,Combine,76.13,217,40,4.78,NA,32,113,3.96,6.82,No
2005,Andrew Walter,Arizona State,QB,Both,78.13,233,NA,4.86,NA,NA,NA,NA,NA,No
2005,Jason White,Oklahoma,QB,Combine,74.5,223,31,4.93,NA,31,102,4.19,7.28,No
2004,Jason Fife,Oregon,QB,Combine,75.9,226,26,4.95,NA,30.5,113,4.18,7.28,No
2004,Josh Harris,Bowling Green (OH),QB,Combine,73.5,238,25,4.84,NA,31,115,NA,NA,No
2004,Robert Kent,Jackson State (MS),QB,Combine,76.3,222,NA,4.85,NA,26.5,110,4.22,7.69,No
2004,Craig Krenzel,Ohio State,QB,Combine,75.5,228,38,4.84,NA,28,112,4.08,7.22,No
2004,J.P. Losman,Tulane (LA),QB,Combine,74.3,224,31,4.7,NA,33,116,NA,NA,No
2004,Eli Manning,Mississippi,QB,Combine,76.8,221,39,4.9,NA,NA,NA,NA,NA,No
2004,Luke McCown,Louisiana Tech,QB,Combine,75.9,208,24,4.71,NA,37.5,125,4.21,6.74,No
2004,John Navarre,Michigan,QB,Combine,78,246,24,5.18,NA,26.5,100,4.46,7.73,No
2004,Cody Pickett,Washington,QB,Combine,75.5,233,19,4.8,NA,30.5,109,4.3,7.19,No
2004,Scott Rislov,San Jose State,QB,Combine,73,224,NA,4.94,NA,30,119,4.34,7.44,No
2004,Philip Rivers,North Carolina State,QB,Combine,77,229,30,5.08,NA,NA,NA,NA,NA,No
2004,Ben Roethlisberger,Miami (OH),QB,Combine,76.9,241,25,4.75,NA,NA,NA,NA,NA,No
2004,Rod Rutherford,Pittsburgh,QB,Combine,73.6,240,17,4.79,NA,30.5,110,4.41,7.66,No
2004,Matt Schaub,Virginia,QB,Combine,77.6,243,30,5.05,NA,30.5,110,4.62,7.65,No
2004,Jeff Smoker,Michigan State,QB,Combine,75.1,223,23,4.95,NA,26.5,101,4.36,7.65,No
2004,Bradlee Van Pelt,Colorado State,QB,Combine,74.3,231,25,4.96,NA,33.5,115,4.11,6.89,No
2003,Brad Banks,Iowa,QB,Combine,70.8,201,13,4.67,NA,33.5,112,NA,NA,No
2003,Josh Blankenship,Tulsa (OK),QB,Combine,74,211,24,5.16,NA,28.5,103,4.42,7.59,No
2003,Kyle Boller,California,QB,Combine,75,234,27,4.65,NA,35.5,117,3.99,7.19,No
2003,D Bryant,Duke,QB,Combine,74,218,23,4.78,NA,35.5,114,4.34,7.36,No
2003,Rex Grossman,Florida,QB,Combine,73,217,29,5.06,NA,NA,NA,NA,NA,No
2003,Kliff Kingsbury,Texas Tech,QB,Combine,75.5,213,31,4.76,NA,30,101,4.07,6.91,No
2003,Byron Leftwich,Marshall (WV),QB,Combine,77.4,241,25,5.1,NA,NA,NA,NA,NA,No
2003,Carson Palmer,Southern California,QB,Combine,77,232,26,4.65,NA,NA,NA,NA,NA,No
2003,Dave Ragone,Louisville,QB,Combine,75.6,249,31,4.98,NA,30.5,101,4.32,7.4,No
2003,Tony Romo,Eastern Illinois,QB,Combine,74,230,30,5.01,NA,30,105,4.2,7.11,No
2003,Chris Simms,Texas,QB,Combine,76.4,220,22,4.86,NA,31,103,4.18,7.37,No
2003,Brian St. Pierre,Boston College,QB,Combine,75,218,27,4.82,NA,30,106,NA,NA,No
2003,Seneca Wallace,Iowa State,QB,Combine,71.4,196,12,4.52,NA,38,127,4.14,6.97,No
2003,Juston Wood,Portland State (OR),QB,Combine,72.6,207,30,4.84,NA,32.5,113,4.07,7.13,No
2002,David Carr,Frenso State (CA),QB,Combine,75.4,223,24,4.67,NA,35,106,4.28,7.05,No
2002,Ronald Curry,North Carolina,QB,Combine,73.9,220,22,4.65,NA,35,110,4.11,7.06,No
2002,Rohan Davey,Louisiana State,QB,Combine,74,245,17,4.74,NA,25.5,NA,NA,NA,No
2002,Brandon Doman,Brigham Young,QB,Combine,73.8,210,27,4.87,NA,32.5,106,4.08,6.9,No
2002,Randy Fasani,Stanford,QB,Combine,75.4,234,25,4.78,NA,31.5,106,3.87,6.75,No
2002,David Garrard,East Carolina (NC),QB,Combine,73.9,235,14,4.83,NA,33.5,110,4.26,7.35,No
2002,Joey Harrington,Oregon,QB,Combine,76,215,32,4.85,NA,32,107,4.21,7,No
2002,Kurt Kittner,Illinois,QB,Combine,74.3,211,31,4.86,NA,27,97,4.5,7.34,No
2002,Josh McCown,Sam Houston State (TX),QB,Combine,75.9,221,30,4.64,NA,38.5,118,3.9,6.85,No
2002,David Neill,Nevada,QB,Combine,75,206,25,4.95,NA,30,108,4.44,7.28,No
2002,J.T. O'Sullivan,UC-Davis,QB,Combine,74.1,223,35,4.93,NA,29,105,4.28,7.46,No
2002,Patrick Ramsey,Tulane (LA),QB,Combine,74.5,219,32,5.24,NA,33.5,111,4.09,7.12,No
2002,Greg Zolman,Vanderbilt,QB,Combine,73.8,220,23,4.9,NA,34,110,4.14,7.06,No
2001,Jonathan Beasley,Kansas State,QB,Combine,73,227,20,4.85,NA,29.5,102,4.38,7.55,No
2001,Josh Booty,Louisiana State,QB,Combine,74.5,221,27,4.95,NA,29.5,105,4.48,7.54,No
2001,Drew Brees,Purdue,QB,Combine,72.3,213,28,4.85,NA,32,105,4.21,7.09,No
2001,Quincy Carter,Georgia,QB,Combine,74.1,225,30,4.61,NA,35.5,113,4.12,7.12,No
2001,Justin Coleman,Nebraska-Kearney,QB,Combine,76.4,238,31,5.19,20,29.5,101,4.62,7.78,No
2001,Shane Griggs,Idaho State,QB,Combine,75.9,199,29,4.84,NA,NA,NA,NA,NA,No
2001,Tim Hasselbeck,Boston College,QB,Combine,73,211,23,4.83,NA,33,113,4.4,7.27,No
2001,Josh Heupel,Oklahoma,QB,Combine,73.8,215,30,4.82,NA,37.5,114,4.15,7.18,No
2001,Ortege Jenkins,Arizona,QB,Combine,72.6,234,14,4.83,NA,34.5,108,4.4,7.32,No
2001,Cleo Lemon,Arkansas State,QB,Combine,74,226,18,4.87,NA,35.5,106,4.27,7.33,No
2001,Mike McMahon,Rutgers,QB,Combine,74.4,207,27,4.55,NA,37.5,124,4.12,7.12,No
2001,Romaro Miller,Mississippi,QB,Combine,72.1,205,11,4.64,NA,35,110,4.51,7.4,No
2001,Jesse Palmer,Florida,QB,Combine,74,231,32,4.79,NA,35.5,112,4.29,7.13,No
2001,David Rivers,Western Carolina,QB,Combine,75,223,27,4.73,NA,31.5,115,4.2,7.37,No
2001,Sage Rosenfels,Iowa State,QB,Combine,76.4,228,32,4.77,NA,34,107,4.29,7.07,No
2001,Marques Tuiasosopo,Washington,QB,Combine,73.1,223,24,4.71,NA,35.5,115,4.35,7.36,No
2001,Michael Vick,Virginia Tech,QB,Combine,72,210,20,4.33,NA,38,NA,NA,NA,No
2000,Tom Brady,Michigan,QB,Combine,76.4,211,33,5.3,NA,24.5,99,4.38,7.2,No
2000,Travis Brown,Northern Arizona,QB,Combine,75.5,218,35,5.03,NA,29,101,4.87,7.54,No
2000,Marc Bulger,West Virginia,QB,Combine,73.6,208,29,4.96,NA,NA,100,4.34,7.46,No
2000,Bill Burke,Michigan State,QB,Combine,75.9,206,30,5.07,NA,28.5,107,4.42,7.46,No
2000,Giovanni Carmazzi,Hofstra (NY),QB,Combine,74.6,224,32,4.76,NA,36.5,119,4.23,6.94,No
2000,Kevin Feterik,Brigham Young,QB,Combine,71,207,18,4.94,NA,31,106,4.45,7.3,No
2000,Justin Fuente,Murray State (KY),QB,Combine,73.4,225,33,5.24,NA,27.5,100,4.42,7.51,No
2000,Joe Hamilton,Georgia Tech,QB,Combine,70.3,192,18,4.84,NA,NA,106,NA,NA,No
2000,Todd Husak,Stanford,QB,Combine,75.1,216,39,5.22,NA,27.5,99,4.41,7.17,No
2000,Jarious Jackson,Notre Dame,QB,Combine,73,226,18,4.68,NA,NA,109,NA,NA,No
2000,Doug Johnson,Florida,QB,Combine,74.4,226,28,4.95,NA,29.5,96,NA,NA,No
2000,Sean Keenan,Williams College (MA),QB,Combine,75,202,32,5.03,NA,25.5,95,4.41,7.21,No
2000,Tim Lester,Western Michigan,QB,Combine,72.4,202,26,5.05,NA,27,97,4.24,7.28,No
2000,Tee Martin,Tennessee,QB,Combine,73.6,227,11,4.61,NA,34.5,113,NA,NA,No
2000,Chad Pennington,Marshall (WV),QB,Combine,75.4,229,25,4.85,NA,33.5,111,4.16,7.12,No
2000,Tim Rattay,Louisiana Tech,QB,Combine,72.5,215,27,4.93,NA,25.5,100,4.21,7.34,No
2000,Chris Redman,Louisville,QB,Combine,74.8,222,16,5.37,NA,26.5,98,4.78,7.8,No
2000,Spergon Wynn,Texas State,QB,Combine,75.4,229,25,4.95,NA,34,108,4.59,7.71,No
1999,Todd Bandhaur,Iowa State,QB,Combine,75,236,31,5.26,NA,31,103,4.61,7.66,No
1999,Michael Bishop,Kansas State,QB,Combine,73,205,10,4.85,NA,33,113,4.62,7.63,No
1999,Aaron Brooks,Virginia,QB,Combine,75.5,203,17,4.59,NA,35.5,118,4.29,7.52,No
1999,Mike Cook,William & Mary (VA),QB,Combine,71.6,207,22,4.84,NA,33.5,112,4.32,7.29,No
1999,Tim Couch,Kentucky,QB,Combine,76.1,225,22,5.08,NA,31,NA,4.34,NA,No
1999,Scott Covington,Miami (FL),QB,Combine,74.1,219,21,4.67,NA,34,107,4.42,7.62,No
1999,Daunte Culpepper,Central Florida,QB,Combine,75.8,255,18,4.52,NA,39,122,4.13,7.21,No
1999,Kevin Daft,UC-Davis,QB,Combine,73.8,203,32,4.91,NA,32.5,109,4.37,7.39,No
1999,Oscar Davenport,North Carolina,QB,Combine,75.5,199,6,4.89,NA,31,103,4.82,7.5,No
1999,Scott Dreisbach,Michigan,QB,Combine,75,216,20,4.78,NA,33,109,4.27,7.06,No
1999,Mark Garcia,Ohio State,QB,Combine,75,220,21,4.77,NA,33.5,107,4.2,7.36,No
1999,Joe Germaine,Ohio State,QB,Combine,73.3,211,25,4.8,NA,32,102,4.21,7.18,No
1999,Chris Greisen,Northwest Missouri State,QB,Combine,74.5,223,27,5.06,NA,30.5,107,4.33,7.29,No
1999,Brock Huard,Washington,QB,Combine,77,227,25,5.12,NA,30.5,107,4.44,7.44,No
1999,Shaun King,Tulane (LA),QB,Combine,72,221,25,4.77,NA,33,113,4.29,NA,No
1999,Brian Kuklick,Wake Forest,QB,Combine,74.1,204,29,4.9,NA,31,103,4.56,7.66,No
1999,Graham Leigh,New Mexico,QB,Combine,73.9,212,22,4.79,NA,32.5,111,4.27,7.21,No
1999,Jason Maas,Oregon,QB,Combine,74,210,43,4.97,NA,31.5,103,4.35,7.43,No
